mcs_dl_1,mcs_ul_1,dl_kbps_1,ul_kbps_1,cpu_set_1,mcs_dl_2,mcs_ul_2,dl_kbps_2,ul_kbps_2,cpu_set_2,cpu_0,cpu_1,cpu_2,cpu_3,cpu_4,cpu_5,cpu_6,cpu_7,explode
7,2,3880,328,1,15,9,9144,4968,2,0.0,0.29,0.38,0.0,0.0,0.0,0.0,0.0,False
4,0,696,344,1,13,8,7224,4392,2,0.0,0.28,0.38,0.0,0.0,0.0,0.0,0.0,False
8,4,2664,1864,1,18,15,3240,3496,2,0.0,0.34,0.32,0.0,0.0,0.0,0.0,0.0,False
22,19,5992,13536,1,20,17,10296,10296,2,0.0,0.45,0.44,0.0,0.0,0.0,0.0,0.0,False
15,9,12216,5736,1,20,17,7992,12960,2,0.0,0.4,0.48,0.0,0.0,0.0,0.0,0.0,False
18,15,14112,2600,1,20,17,1160,11448,2,0.0,0.36,0.41,0.0,0.0,0.0,0.0,0.0,False
6,1,4968,344,1,8,4,256,2664,2,0.0,0.32,0.33,0.0,0.0,0.0,0.0,0.0,False
2,0,1320,424,1,25,20,12960,5992,2,0.0,0.33,0.37,0.0,0.0,0.0,0.0,0.0,False
20,17,5160,15264,1,25,20,18336,19080,2,0.0,0.48,0.53,0.0,0.0,0.0,0.0,0.0,False
5,0,3240,1256,1,15,11,5736,4776,2,0.0,0.39,0.36,0.0,0.0,0.0,0.0,0.0,False
18,14,12960,7992,1,6,1,2472,1800,2,0.0,0.43,0.37,0.0,0.0,0.0,0.0,0.0,False
7,2,4264,424,1,15,10,5736,7992,2,0.0,0.32,0.42,0.0,0.0,0.0,0.0,0.0,False
5,0,872,152,1,15,9,11064,2216,2,0.0,0.26,0.34,0.0,0.0,0.0,0.0,0.0,False
3,0,1416,680,1,11,6,2280,1128,2,0.0,0.34,0.31,0.0,0.0,0.0,0.0,0.0,False
13,7,4136,2344,1,18,15,3240,12960,2,0.0,0.32,0.42,0.0,0.0,0.0,0.0,0.0,False
15,12,12216,5352,1,10,4,5736,2984,2,0.0,0.42,0.37,0.0,0.0,0.0,0.0,0.0,False
24,20,6456,12576,1,13,8,4584,1544,2,0.0,0.42,0.3,0.0,0.0,0.0,0.0,0.0,False
3,0,176,968,1,13,8,4968,680,2,0.0,0.33,0.28,0.0,0.0,0.0,0.0,0.0,False
15,9,7224,4264,1,26,20,14688,19080,2,0.0,0.34,0.51,0.0,0.0,0.0,0.0,0.0,False
25,20,5736,16416,1,3,0,1224,1288,2,0.0,0.46,0.36,0.0,0.0,0.0,0.0,0.0,False
13,7,6968,1320,1,22,19,12960,9528,2,0.0,0.31,0.42,0.0,0.0,0.0,0.0,0.0,False
10,4,4392,2280,1,7,2,4264,1256,2,0.0,0.36,0.36,0.0,0.0,0.0,0.0,0.0,False
20,18,7224,1928,1,11,6,680,504,2,0.0,0.32,0.26,0.0,0.0,0.0,0.0,0.0,False
13,8,2280,5352,1,8,4,2344,328,2,0.0,0.36,0.26,0.0,0.0,0.0,0.0,0.0,False
25,20,27376,4008,1,19,17,16416,11832,2,0.0,0.39,0.49,0.0,0.0,0.0,0.0,0.0,False
8,2,1928,2152,1,8,2,6968,1320,2,0.0,0.36,0.37,0.0,0.0,0.0,0.0,0.0,False
22,19,10680,11832,1,19,17,696,13536,2,0.0,0.43,0.43,0.0,0.0,0.0,0.0,0.0,False
20,18,15264,8504,1,2,0,1544,744,2,0.0,0.45,0.36,0.0,0.0,0.0,0.0,0.0,False
18,15,13536,12216,1,25,20,5736,17568,2,0.0,0.49,0.48,0.0,0.0,0.0,0.0,0.0,False
2,0,256,536,1,13,8,4968,3624,2,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,False
5,0,3112,968,1,3,0,2856,424,2,0.0,0.37,0.34,0.0,0.0,0.0,0.0,0.0,False
7,2,3240,568,1,3,0,104,1000,2,0.0,0.32,0.35,0.0,0.0,0.0,0.0,0.0,False
24,20,10296,17568,1,13,8,3240,6456,2,0.0,0.48,0.38,0.0,0.0,0.0,0.0,0.0,False
6,1,5160,1672,1,26,20,11064,9144,2,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,False
15,12,10680,8760,1,11,6,3880,1128,2,0.0,0.46,0.32,0.0,0.0,0.0,0.0,0.0,False
8,2,120,872,1,20,17,13536,14688,2,0.0,0.3,0.52,0.0,0.0,0.0,0.0,0.0,False
2,0,1672,680,1,15,9,9144,136,2,0.0,0.36,0.3,0.0,0.0,0.0,0.0,0.0,False
25,20,16992,17568,1,6,1,1128,1192,2,0.0,0.53,0.34,0.0,0.0,0.0,0.0,0.0,False
20,17,10680,5736,1,26,20,5992,9912,2,0.0,0.38,0.39,0.0,0.0,0.0,0.0,0.0,False
15,12,11448,9912,1,13,8,5992,1096,2,0.0,0.47,0.31,0.0,0.0,0.0,0.0,0.0,False
18,14,12960,2280,1,13,8,9144,1672,2,0.0,0.35,0.33,0.0,0.0,0.0,0.0,0.0,False
6,1,328,24,1,26,20,2984,14688,2,0.0,0.23,0.42,0.0,0.0,0.0,0.0,0.0,False
20,17,19080,10296,1,25,20,21384,19080,2,0.0,0.48,0.54,0.0,0.0,0.0,0.0,0.0,False
22,19,7480,5160,1,2,0,32,424,2,0.0,0.35,0.3,0.0,0.0,0.0,0.0,0.0,False
15,9,14112,4776,1,25,20,22152,11832,2,0.0,0.38,0.46,0.0,0.0,0.0,0.0,0.0,False
13,7,5736,5992,1,13,7,2984,2792,2,0.0,0.39,0.32,0.0,0.0,0.0,0.0,0.0,False
4,0,120,1256,1,20,17,4776,11448,2,0.0,0.36,0.44,0.0,0.0,0.0,0.0,0.0,False
13,7,904,1224,1,13,7,10296,4136,2,0.0,0.27,0.39,0.0,0.0,0.0,0.0,0.0,False
20,17,7224,14688,1,20,18,8248,9144,2,0.0,0.46,0.41,0.0,0.0,0.0,0.0,0.0,False
7,2,5992,696,1,18,14,11832,5352,2,0.0,0.35,0.4,0.0,0.0,0.0,0.0,0.0,False
6,1,3624,1224,1,22,19,2344,2536,2,0.0,0.36,0.29,0.0,0.0,0.0,0.0,0.0,False
13,8,4136,6712,1,13,7,5544,5352,2,0.0,0.4,0.39,0.0,0.0,0.0,0.0,0.0,False
15,10,840,3496,1,25,20,8504,7224,2,0.0,0.31,0.37,0.0,0.0,0.0,0.0,0.0,False
5,0,680,1064,1,13,7,5736,4968,2,0.0,0.35,0.39,0.0,0.0,0.0,0.0,0.0,False
25,20,12960,12576,1,20,18,16416,14688,2,0.0,0.44,0.51,0.0,0.0,0.0,0.0,0.0,False
20,17,10296,9912,1,26,20,18336,3624,2,0.0,0.44,0.37,0.0,0.0,0.0,0.0,0.0,False
25,20,12576,14112,1,18,14,968,7992,2,0.0,0.44,0.38,0.0,0.0,0.0,0.0,0.0,False
18,15,328,5992,1,15,11,12960,5992,2,0.0,0.33,0.42,0.0,0.0,0.0,0.0,0.0,False
25,20,8504,8760,1,8,2,1800,936,2,0.0,0.37,0.31,0.0,0.0,0.0,0.0,0.0,False
6,1,2088,344,1,26,20,6712,18336,2,0.0,0.29,0.47,0.0,0.0,0.0,0.0,0.0,False
5,0,2664,1256,1,24,20,22920,9912,2,0.0,0.39,0.44,0.0,0.0,0.0,0.0,0.0,False
24,20,23688,4776,1,5,0,424,840,2,0.0,0.39,0.32,0.0,0.0,0.0,0.0,0.0,False
8,2,5544,72,1,5,0,3496,1160,2,0.0,0.28,0.38,0.0,0.0,0.0,0.0,0.0,False
13,8,7224,2216,1,18,14,9528,3368,2,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,False
8,4,6968,1928,1,8,4,4776,1800,2,0.0,0.35,0.34,0.0,0.0,0.0,0.0,0.0,False
6,1,3112,1256,1,2,0,1800,32,2,0.0,0.37,0.27,0.0,0.0,0.0,0.0,0.0,False
7,2,840,968,1,8,4,4584,3368,2,0.0,0.31,0.39,0.0,0.0,0.0,0.0,0.0,False
4,0,3240,1256,1,2,0,424,1064,2,0.0,0.4,0.35,0.0,0.0,0.0,0.0,0.0,False
15,10,12216,5160,1,25,20,8504,376,2,0.0,0.39,0.3,0.0,0.0,0.0,0.0,0.0,False
22,19,11448,9144,1,26,20,14688,18336,2,0.0,0.4,0.52,0.0,0.0,0.0,0.0,0.0,False
19,17,13536,4584,1,8,4,6200,208,2,0.0,0.36,0.3,0.0,0.0,0.0,0.0,0.0,False
13,8,6968,5992,1,13,7,9528,4968,2,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,False
10,4,3496,328,1,13,7,7224,2664,2,0.0,0.28,0.34,0.0,0.0,0.0,0.0,0.0,False
22,19,14688,16992,1,22,19,14688,17568,2,0.0,0.51,0.51,0.0,0.0,0.0,0.0,0.0,False
10,4,4584,3240,1,2,0,296,1032,2,0.0,0.39,0.35,0.0,0.0,0.0,0.0,0.0,False
8,4,6200,1416,1,15,12,11448,7736,2,0.0,0.35,0.44,0.0,0.0,0.0,0.0,0.0,False
3,0,568,152,1,13,7,4136,4264,2,0.0,0.26,0.35,0.0,0.0,0.0,0.0,0.0,False
20,18,16416,11064,1,10,4,4136,840,2,0.0,0.47,0.31,0.0,0.0,0.0,0.0,0.0,False
20,17,2344,8504,1,13,8,1128,5736,2,0.0,0.38,0.37,0.0,0.0,0.0,0.0,0.0,False
6,1,1672,1544,1,2,0,1256,1384,2,0.0,0.36,0.38,0.0,0.0,0.0,0.0,0.0,False
8,4,1800,56,1,11,6,4392,4968,2,0.0,0.25,0.39,0.0,0.0,0.0,0.0,0.0,False
15,10,7736,3112,1,15,9,5736,6712,2,0.0,0.34,0.39,0.0,0.0,0.0,0.0,0.0,False
25,20,19848,8248,1,15,12,7224,584,2,0.0,0.41,0.31,0.0,0.0,0.0,0.0,0.0,False
20,17,376,1224,1,6,1,4584,1480,2,0.0,0.28,0.38,0.0,0.0,0.0,0.0,0.0,False
15,10,2280,1256,1,22,19,8248,14688,2,0.0,0.28,0.44,0.0,0.0,0.0,0.0,0.0,False
18,14,8504,2536,1,8,2,680,144,2,0.0,0.34,0.26,0.0,0.0,0.0,0.0,0.0,False
2,0,2088,16,1,4,0,1608,1320,2,0.0,0.28,0.37,0.0,0.0,0.0,0.0,0.0,False
4,0,2216,1288,1,18,14,6712,5352,2,0.0,0.37,0.36,0.0,0.0,0.0,0.0,0.0,False
15,10,9528,6456,1,15,11,2280,2472,2,0.0,0.44,0.3,0.0,0.0,0.0,0.0,0.0,False
19,17,7224,12216,1,22,19,2344,17568,2,0.0,0.45,0.43,0.0,0.0,0.0,0.0,0.0,False
5,0,504,224,1,20,18,1992,12960,2,0.0,0.28,0.42,0.0,0.0,0.0,0.0,0.0,False
26,20,1192,4776,1,2,0,1480,152,2,0.0,0.31,0.28,0.0,0.0,0.0,0.0,0.0,False
19,17,4776,6712,1,10,4,5160,1800,2,0.0,0.35,0.35,0.0,0.0,0.0,0.0,0.0,False
8,4,3752,1480,1,15,9,10680,1096,2,0.0,0.34,0.31,0.0,0.0,0.0,0.0,0.0,False
4,0,2728,1256,1,15,9,9912,3112,2,0.0,0.38,0.34,0.0,0.0,0.0,0.0,0.0,False
15,12,840,7736,1,10,4,3752,3112,2,0.0,0.38,0.38,0.0,0.0,0.0,0.0,0.0,False
10,4,2024,56,1,13,8,4776,2664,2,0.0,0.26,0.32,0.0,0.0,0.0,0.0,0.0,False
26,20,29296,7992,1,22,19,6968,5352,2,0.0,0.43,0.33,0.0,0.0,0.0,0.0,0.0,False
7,2,2536,1064,1,8,4,2664,3112,2,0.0,0.33,0.36,0.0,0.0,0.0,0.0,0.0,False
6,1,4584,456,1,7,2,5992,648,2,0.0,0.34,0.34,0.0,0.0,0.0,0.0,0.0,False
20,17,14112,11448,1,15,10,11832,4968,2,0.0,0.48,0.4,0.0,0.0,0.0,0.0,0.0,False
20,17,2344,9528,1,11,6,872,2984,2,0.0,0.4,0.33,0.0,0.0,0.0,0.0,0.0,False
24,20,3752,12216,1,18,14,5544,4392,2,0.0,0.4,0.34,0.0,0.0,0.0,0.0,0.0,False
26,20,7224,11832,1,3,0,208,504,2,0.0,0.4,0.31,0.0,0.0,0.0,0.0,0.0,False
20,17,1992,8248,1,22,19,3752,10296,2,0.0,0.36,0.37,0.0,0.0,0.0,0.0,0.0,False
18,14,3880,1256,1,8,2,6456,296,2,0.0,0.29,0.31,0.0,0.0,0.0,0.0,0.0,False
15,10,5736,4392,1,6,1,2280,600,2,0.0,0.34,0.32,0.0,0.0,0.0,0.0,0.0,False
22,19,12960,4776,1,26,20,12960,3624,2,0.0,0.36,0.35,0.0,0.0,0.0,0.0,0.0,False
15,10,1736,1416,1,2,0,1320,1096,2,0.0,0.28,0.37,0.0,0.0,0.0,0.0,0.0,False
20,17,11832,5160,1,22,19,5544,11064,2,0.0,0.37,0.4,0.0,0.0,0.0,0.0,0.0,False
8,4,256,2344,1,18,15,968,840,2,0.0,0.33,0.27,0.0,0.0,0.0,0.0,0.0,False
26,20,25456,14688,1,15,12,3496,2792,2,0.0,0.5,0.32,0.0,0.0,0.0,0.0,0.0,False
26,20,1192,15840,1,8,2,1096,1384,2,0.0,0.43,0.34,0.0,0.0,0.0,0.0,0.0,False
7,2,2792,1544,1,22,19,3752,9528,2,0.0,0.34,0.36,0.0,0.0,0.0,0.0,0.0,False
4,0,408,1160,1,8,2,1256,1480,2,0.0,0.34,0.33,0.0,0.0,0.0,0.0,0.0,False
20,18,16992,2600,1,18,15,14688,3752,2,0.0,0.35,0.37,0.0,0.0,0.0,0.0,0.0,False
13,7,7480,4968,1,15,10,5160,6968,2,0.0,0.38,0.42,0.0,0.0,0.0,0.0,0.0,False
13,8,9144,1384,1,13,7,3240,5992,2,0.0,0.33,0.39,0.0,0.0,0.0,0.0,0.0,False
26,20,19848,8248,1,8,2,6968,2024,2,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,False
15,12,2280,6456,1,25,20,22152,7992,2,0.0,0.37,0.42,0.0,0.0,0.0,0.0,0.0,False
13,8,9144,1544,1,11,6,8504,2408,2,0.0,0.33,0.36,0.0,0.0,0.0,0.0,0.0,False
26,20,9912,7480,1,10,4,4776,408,2,0.0,0.38,0.29,0.0,0.0,0.0,0.0,0.0,False
25,20,11064,12960,1,2,0,296,376,2,0.0,0.43,0.28,0.0,0.0,0.0,0.0,0.0,False
6,1,2216,632,1,15,10,5160,7480,2,0.0,0.32,0.42,0.0,0.0,0.0,0.0,0.0,False
5,0,504,680,1,5,0,4008,16,2,0.0,0.33,0.28,0.0,0.0,0.0,0.0,0.0,False
20,17,11832,12576,1,25,20,8504,9528,2,0.0,0.48,0.4,0.0,0.0,0.0,0.0,0.0,False
8,4,1384,904,1,8,4,536,1416,2,0.0,0.29,0.3,0.0,0.0,0.0,0.0,0.0,False
20,17,12576,2728,1,5,0,1928,224,2,0.0,0.35,0.28,0.0,0.0,0.0,0.0,0.0,False
15,12,14112,4264,1,8,2,2216,1000,2,0.0,0.39,0.33,0.0,0.0,0.0,0.0,0.0,False
15,10,7736,136,1,13,7,6712,224,2,0.0,0.28,0.28,0.0,0.0,0.0,0.0,0.0,False
7,2,4776,840,1,15,10,2600,4968,2,0.0,0.34,0.35,0.0,0.0,0.0,0.0,0.0,False
13,8,4968,1928,1,20,18,15840,11448,2,0.0,0.32,0.47,0.0,0.0,0.0,0.0,0.0,False
2,0,32,616,1,25,20,7992,11448,2,0.0,0.31,0.41,0.0,0.0,0.0,0.0,0.0,False
2,0,1800,808,1,26,20,9144,5544,2,0.0,0.36,0.35,0.0,0.0,0.0,0.0,0.0,False
13,7,7480,1320,1,7,2,2344,2216,2,0.0,0.33,0.38,0.0,0.0,0.0,0.0,0.0,False
5,0,3624,16,1,25,20,4584,13536,2,0.0,0.28,0.41,0.0,0.0,0.0,0.0,0.0,False
15,11,6968,3752,1,3,0,1416,256,2,0.0,0.35,0.3,0.0,0.0,0.0,0.0,0.0,False
15,9,6456,3496,1,6,1,1544,680,2,0.0,0.33,0.31,0.0,0.0,0.0,0.0,0.0,False
24,20,1608,5544,1,15,10,12576,7480,2,0.0,0.32,0.46,0.0,0.0,0.0,0.0,0.0,False
6,1,4392,968,1,8,4,6200,2856,2,0.0,0.37,0.38,0.0,0.0,0.0,0.0,0.0,False
15,11,1736,7992,1,8,2,392,208,2,0.0,0.4,0.25,0.0,0.0,0.0,0.0,0.0,False
20,17,19848,14688,1,18,15,5160,5544,2,0.0,0.53,0.36,0.0,0.0,0.0,0.0,0.0,False
15,9,12960,2664,1,10,4,456,2344,2,0.0,0.35,0.32,0.0,0.0,0.0,0.0,0.0,False
18,14,14688,6456,1,15,10,10680,296,2,0.0,0.42,0.31,0.0,0.0,0.0,0.0,0.0,False
24,20,9144,5544,1,15,12,12576,376,2,0.0,0.35,0.33,0.0,0.0,0.0,0.0,0.0,False
22,19,10296,8760,1,3,0,2152,208,2,0.0,0.41,0.3,0.0,0.0,0.0,0.0,0.0,False
22,19,9144,12960,1,5,0,2792,488,2,0.0,0.45,0.33,0.0,0.0,0.0,0.0,0.0,False
3,0,2856,936,1,10,4,1736,1864,2,0.0,0.38,0.32,0.0,0.0,0.0,0.0,0.0,False
8,4,680,3368,1,19,17,7224,4584,2,0.0,0.35,0.36,0.0,0.0,0.0,0.0,0.0,False
20,17,376,13536,1,11,6,4392,176,2,0.0,0.42,0.29,0.0,0.0,0.0,0.0,0.0,False
19,17,15264,6200,1,10,4,1416,2280,2,0.0,0.39,0.33,0.0,0.0,0.0,0.0,0.0,False
20,18,16416,9528,1,15,9,13536,6456,2,0.0,0.47,0.43,0.0,0.0,0.0,0.0,0.0,False
2,0,2152,392,1,15,9,5992,5736,2,0.0,0.32,0.37,0.0,0.0,0.0,0.0,0.0,False
18,15,10296,14112,1,24,20,22920,7480,2,0.0,0.48,0.41,0.0,0.0,0.0,0.0,0.0,False
6,1,600,712,1,25,20,14688,9528,2,0.0,0.32,0.42,0.0,0.0,0.0,0.0,0.0,False
10,4,5736,696,1,13,7,9528,2792,2,0.0,0.32,0.36,0.0,0.0,0.0,0.0,0.0,False
18,14,12216,5160,1,13,8,208,256,2,0.0,0.38,0.24,0.0,0.0,0.0,0.0,0.0,False
8,2,5352,2088,1,13,8,8760,1928,2,0.0,0.39,0.34,0.0,0.0,0.0,0.0,0.0,False
18,15,7992,4584,1,5,0,2344,776,2,0.0,0.34,0.36,0.0,0.0,0.0,0.0,0.0,False
4,0,2472,936,1,13,7,3624,3752,2,0.0,0.35,0.35,0.0,0.0,0.0,0.0,0.0,False
24,20,21384,4392,1,13,7,7224,4968,2,0.0,0.39,0.41,0.0,0.0,0.0,0.0,0.0,False
5,0,224,680,1,6,1,3112,568,2,0.0,0.32,0.33,0.0,0.0,0.0,0.0,0.0,False
8,4,5352,3368,1,25,20,22152,12576,2,0.0,0.4,0.47,0.0,0.0,0.0,0.0,0.0,False
10,4,2344,56,1,18,14,632,5736,2,0.0,0.26,0.33,0.0,0.0,0.0,0.0,0.0,False
7,2,584,176,1,18,14,7736,11448,2,0.0,0.26,0.46,0.0,0.0,0.0,0.0,0.0,False
15,11,7224,4008,1,2,0,696,1000,2,0.0,0.36,0.33,0.0,0.0,0.0,0.0,0.0,False
22,19,12216,10296,1,13,7,3368,712,2,0.0,0.42,0.29,0.0,0.0,0.0,0.0,0.0,False
19,17,7224,4008,1,22,19,6968,3624,2,0.0,0.34,0.33,0.0,0.0,0.0,0.0,0.0,False
6,1,712,328,1,15,12,3112,7736,2,0.0,0.27,0.41,0.0,0.0,0.0,0.0,0.0,False
18,15,1288,14112,1,7,2,3496,376,2,0.0,0.44,0.3,0.0,0.0,0.0,0.0,0.0,False
22,19,16992,14112,1,18,15,328,11448,2,0.0,0.5,0.42,0.0,0.0,0.0,0.0,0.0,False
5,0,2728,32,1,11,6,328,2984,2,0.0,0.26,0.31,0.0,0.0,0.0,0.0,0.0,False
13,8,10680,3496,1,20,17,2344,4264,2,0.0,0.38,0.33,0.0,0.0,0.0,0.0,0.0,False
7,2,2472,616,1,10,4,2664,2472,2,0.0,0.31,0.34,0.0,0.0,0.0,0.0,0.0,False
18,15,11448,1736,1,8,2,6456,1320,2,0.0,0.32,0.38,0.0,0.0,0.0,0.0,0.0,False
26,20,4968,9912,1,15,11,256,7480,2,0.0,0.39,0.4,0.0,0.0,0.0,0.0,0.0,False
20,18,4392,15840,1,6,1,4392,176,2,0.0,0.46,0.3,0.0,0.0,0.0,0.0,0.0,False
15,10,14112,1544,1,15,12,11832,5352,2,0.0,0.34,0.39,0.0,0.0,0.0,0.0,0.0,False
13,7,1128,5352,1,7,2,6200,1480,2,0.0,0.38,0.38,0.0,0.0,0.0,0.0,0.0,False
13,8,10680,3368,1,13,7,904,2472,2,0.0,0.36,0.32,0.0,0.0,0.0,0.0,0.0,False
20,18,776,13536,1,13,7,1128,3368,2,0.0,0.43,0.32,0.0,0.0,0.0,0.0,0.0,False
8,2,5736,1544,1,15,11,9528,8504,2,0.0,0.37,0.45,0.0,0.0,0.0,0.0,0.0,False
6,1,2984,1608,1,11,6,1736,4968,2,0.0,0.39,0.36,0.0,0.0,0.0,0.0,0.0,False
15,10,10296,5160,1,8,2,4968,872,2,0.0,0.41,0.34,0.0,0.0,0.0,0.0,0.0,False
15,11,2856,2984,1,22,19,3752,12216,2,0.0,0.32,0.4,0.0,0.0,0.0,0.0,0.0,False
18,14,6456,7224,1,8,4,1096,208,2,0.0,0.38,0.25,0.0,0.0,0.0,0.0,0.0,False
20,18,19848,1608,1,6,1,2600,1288,2,0.0,0.36,0.36,0.0,0.0,0.0,0.0,0.0,False
24,20,16416,15264,1,13,8,5736,6200,2,0.0,0.48,0.4,0.0,0.0,0.0,0.0,0.0,False
2,0,2216,56,1,18,14,14688,6200,2,0.0,0.27,0.41,0.0,0.0,0.0,0.0,0.0,False
15,11,1416,328,1,15,12,552,176,2,0.0,0.27,0.25,0.0,0.0,0.0,0.0,0.0,False
13,7,4136,1608,1,24,20,16992,17568,2,0.0,0.3,0.52,0.0,0.0,0.0,0.0,0.0,False
18,15,632,14112,1,25,20,27376,3624,2,0.0,0.44,0.39,0.0,0.0,0.0,0.0,0.0,False
18,15,328,9528,1,3,0,2344,1032,2,0.0,0.39,0.37,0.0,0.0,0.0,0.0,0.0,False
15,9,1416,1544,1,4,0,1928,712,2,0.0,0.27,0.35,0.0,0.0,0.0,0.0,0.0,False
4,0,256,376,1,20,17,6712,10296,2,0.0,0.28,0.42,0.0,0.0,0.0,0.0,0.0,False
15,12,13536,4968,1,7,2,4968,1800,2,0.0,0.41,0.39,0.0,0.0,0.0,0.0,0.0,False
13,7,2984,4776,1,15,10,10296,7480,2,0.0,0.37,0.43,0.0,0.0,0.0,0.0,0.0,False
20,17,10296,10680,1,6,1,712,456,2,0.0,0.46,0.29,0.0,0.0,0.0,0.0,0.0,False
18,14,11064,7992,1,19,17,2152,3112,2,0.0,0.41,0.3,0.0,0.0,0.0,0.0,0.0,False
25,20,9144,12960,1,5,0,3752,152,2,0.0,0.44,0.3,0.0,0.0,0.0,0.0,0.0,False
13,7,4584,4584,1,8,4,4008,2280,2,0.0,0.37,0.37,0.0,0.0,0.0,0.0,0.0,False
25,20,14112,17568,1,7,2,2088,1544,2,0.0,0.51,0.35,0.0,0.0,0.0,0.0,0.0,False
8,2,2984,1000,1,19,17,14112,14112,2,0.0,0.34,0.51,0.0,0.0,0.0,0.0,0.0,False
20,17,5160,12960,1,19,17,16416,9528,2,0.0,0.44,0.45,0.0,0.0,0.0,0.0,0.0,False
4,0,904,872,1,11,6,3880,1224,2,0.0,0.34,0.31,0.0,0.0,0.0,0.0,0.0,False
18,15,10680,1992,1,15,11,12960,6968,2,0.0,0.34,0.47,0.0,0.0,0.0,0.0,0.0,False
15,12,11832,1000,1,18,15,9144,11064,2,0.0,0.34,0.47,0.0,0.0,0.0,0.0,0.0,False
8,4,6712,2088,1,6,1,4392,1480,2,0.0,0.36,0.38,0.0,0.0,0.0,0.0,0.0,False
6,1,1864,256,1,19,17,14688,10680,2,0.0,0.27,0.46,0.0,0.0,0.0,0.0,0.0,False
18,14,1608,6200,1,19,17,6456,14688,2,0.0,0.34,0.46,0.0,0.0,0.0,0.0,0.0,False
15,10,12216,6200,1,18,15,4264,11832,2,0.0,0.44,0.44,0.0,0.0,0.0,0.0,0.0,False
4,0,1352,968,1,19,17,4008,4264,2,0.0,0.35,0.32,0.0,0.0,0.0,0.0,0.0,False
19,17,12216,6968,1,8,2,120,472,2,0.0,0.38,0.27,0.0,0.0,0.0,0.0,0.0,False
5,0,600,1096,1,22,19,22920,10296,2,0.0,0.36,0.46,0.0,0.0,0.0,0.0,0.0,False
19,17,16416,4264,1,3,0,2280,600,2,0.0,0.37,0.35,0.0,0.0,0.0,0.0,0.0,False
15,9,14112,2664,1,13,8,9912,536,2,0.0,0.35,0.31,0.0,0.0,0.0,0.0,0.0,False
6,1,5160,56,1,2,0,2088,1352,2,0.0,0.3,0.41,0.0,0.0,0.0,0.0,0.0,False
26,20,15264,5992,1,26,20,16416,8248,2,0.0,0.38,0.42,0.0,0.0,0.0,0.0,0.0,False
5,0,4008,1160,1,3,0,616,968,2,0.0,0.37,0.36,0.0,0.0,0.0,0.0,0.0,False
2,0,256,288,1,8,4,808,2152,2,0.0,0.27,0.33,0.0,0.0,0.0,0.0,0.0,False
15,12,6968,376,1,8,4,3368,256,2,0.0,0.3,0.28,0.0,0.0,0.0,0.0,0.0,False
22,19,20616,2152,1,8,2,6456,376,2,0.0,0.38,0.32,0.0,0.0,0.0,0.0,0.0,False
25,20,23688,19848,1,18,15,6712,1736,2,0.0,0.55,0.32,0.0,0.0,0.0,0.0,0.0,False
8,2,4968,1544,1,6,1,936,1288,2,0.0,0.36,0.34,0.0,0.0,0.0,0.0,0.0,False
18,14,328,1256,1,18,15,12960,13536,2,0.0,0.26,0.5,0.0,0.0,0.0,0.0,0.0,False
19,17,10680,280,1,15,12,12216,2408,2,0.0,0.32,0.36,0.0,0.0,0.0,0.0,0.0,False
20,18,5160,10296,1,5,0,3880,16,2,0.0,0.4,0.28,0.0,0.0,0.0,0.0,0.0,False
2,0,2216,600,1,19,17,2536,5736,2,0.0,0.35,0.32,0.0,0.0,0.0,0.0,0.0,False
20,18,11448,6712,1,25,20,22152,376,2,0.0,0.4,0.35,0.0,0.0,0.0,0.0,0.0,False
15,12,7480,176,1,3,0,208,488,2,0.0,0.3,0.31,0.0,0.0,0.0,0.0,0.0,False
15,10,11832,2216,1,13,7,5736,2344,2,0.0,0.34,0.34,0.0,0.0,0.0,0.0,0.0,False
8,2,808,1480,1,20,17,15264,12216,2,0.0,0.34,0.5,0.0,0.0,0.0,0.0,0.0,False
22,19,440,5352,1,3,0,504,808,2,0.0,0.31,0.34,0.0,0.0,0.0,0.0,0.0,False
18,15,4264,10296,1,10,4,1416,3368,2,0.0,0.42,0.37,0.0,0.0,0.0,0.0,0.0,False
7,2,2792,1000,1,2,0,840,120,2,0.0,0.33,0.26,0.0,0.0,0.0,0.0,0.0,False
2,0,2088,1320,1,13,7,2984,1672,2,0.0,0.38,0.31,0.0,0.0,0.0,0.0,0.0,False
8,4,6456,696,1,11,6,6200,2792,2,0.0,0.34,0.37,0.0,0.0,0.0,0.0,0.0,False
25,20,22152,2792,1,18,14,1608,12216,2,0.0,0.38,0.44,0.0,0.0,0.0,0.0,0.0,False
8,4,4392,1608,1,8,4,3880,1192,2,0.0,0.34,0.33,0.0,0.0,0.0,0.0,0.0,False
15,12,4968,3880,1,8,4,6968,2600,2,0.0,0.34,0.38,0.0,0.0,0.0,0.0,0.0,False
15,11,14112,1736,1,26,20,2408,376,2,0.0,0.35,0.27,0.0,0.0,0.0,0.0,0.0,False
26,20,9912,13536,1,2,0,1256,288,2,0.0,0.45,0.31,0.0,0.0,0.0,0.0,0.0,False
