mcs_dl_1,mcs_ul_1,dl_kbps_1,ul_kbps_1,cpu_set_1,mcs_dl_2,mcs_ul_2,dl_kbps_2,ul_kbps_2,cpu_set_2,cpu_0,cpu_1,cpu_2,cpu_3,cpu_4,cpu_5,cpu_6,cpu_7,explode
8,2,2536,520,"1-3,5-7",15,11,4008,1928,"1-3,5-7",0.0,0.24,0.24,0.03,0.0,0.03,0.05,0.05,False
4,0,1800,1352,"1-3,5-7",20,18,15264,9912,"1-3,5-7",0.0,0.35,0.28,0.05,0.0,0.05,0.06,0.06,False
18,15,4584,4584,"1-3,5-7",3,0,2280,1224,"1-3,5-7",0.0,0.3,0.26,0.04,0.0,0.04,0.05,0.05,False
10,4,1416,120,"1-3,5-7",15,12,8760,6968,"1-3,5-7",0.0,0.34,0.19,0.04,0.0,0.04,0.05,0.04,False
10,4,5544,3496,"1-3,5-7",5,0,2536,208,"1-3,5-7",0.0,0.31,0.23,0.04,0.0,0.04,0.05,0.05,False
3,0,104,776,"1-3,5-7",2,0,648,968,"1-3,5-7",0.0,0.27,0.25,0.04,0.0,0.04,0.05,0.05,False
13,8,440,1672,"1-3,5-7",15,10,4264,7480,"1-3,5-7",0.0,0.32,0.22,0.04,0.0,0.04,0.05,0.04,False
19,17,696,3112,"1-3,5-7",18,14,1608,3624,"1-3,5-7",0.0,0.24,0.24,0.03,0.0,0.03,0.05,0.05,False
11,6,5736,936,"1-3,5-7",22,19,22920,15840,"1-3,5-7",0.0,0.41,0.25,0.05,0.0,0.05,0.06,0.05,False
8,4,3624,1000,"1-3,5-7",2,0,1256,840,"1-3,5-7",0.0,0.29,0.25,0.04,0.0,0.04,0.05,0.05,False
4,0,1352,840,"1-3,5-7",15,9,256,1544,"1-3,5-7",0.0,0.27,0.22,0.04,0.0,0.04,0.05,0.04,False
25,20,12216,12216,"1-3,5-7",18,14,5160,11064,"1-3,5-7",0.0,0.35,0.33,0.05,0.0,0.05,0.07,0.07,False
20,18,17568,12216,"1-3,5-7",20,18,16992,13536,"1-3,5-7",0.0,0.4,0.39,0.05,0.0,0.05,0.08,0.08,False
7,2,4008,648,"1-3,5-7",25,20,10296,18336,"1-3,5-7",0.0,0.38,0.25,0.05,0.0,0.05,0.06,0.05,False
13,8,11064,968,"1-3,5-7",26,20,22920,17568,"1-3,5-7",0.0,0.42,0.26,0.06,0.0,0.06,0.06,0.05,False
15,10,11832,6200,"1-3,5-7",26,20,12216,5160,"1-3,5-7",0.0,0.32,0.28,0.04,0.0,0.04,0.06,0.06,False
20,17,12576,9528,"1-3,5-7",24,20,21384,11448,"1-3,5-7",0.0,0.36,0.34,0.05,0.0,0.05,0.07,0.07,False
4,0,1480,936,"1-3,5-7",15,10,7992,1864,"1-3,5-7",0.0,0.28,0.26,0.04,0.0,0.04,0.05,0.05,False
15,11,4264,144,"1-3,5-7",13,8,9528,4392,"1-3,5-7",0.0,0.3,0.22,0.04,0.0,0.04,0.05,0.04,False
20,17,8248,280,"1-3,5-7",5,0,2728,392,"1-3,5-7",0.0,0.26,0.23,0.03,0.0,0.03,0.05,0.05,False
8,2,2664,296,"1-3,5-7",13,8,7992,1928,"1-3,5-7",0.0,0.26,0.22,0.03,0.0,0.03,0.05,0.04,False
2,0,1800,488,"1-3,5-7",10,4,5544,2088,"1-3,5-7",0.0,0.28,0.27,0.04,0.0,0.04,0.05,0.05,False
6,1,5160,1736,"1-3,5-7",18,15,968,14112,"1-3,5-7",0.0,0.34,0.31,0.05,0.0,0.05,0.06,0.06,False
15,11,8760,8504,"1-3,5-7",15,12,14112,5352,"1-3,5-7",0.0,0.35,0.33,0.05,0.0,0.05,0.07,0.07,False
8,2,1928,1096,"1-3,5-7",13,7,4584,4776,"1-3,5-7",0.0,0.29,0.26,0.04,0.0,0.04,0.05,0.05,False
8,4,3240,3112,"1-3,5-7",18,14,7992,6712,"1-3,5-7",0.0,0.3,0.29,0.04,0.0,0.04,0.06,0.06,False
15,11,1416,7480,"1-3,5-7",25,20,14688,12216,"1-3,5-7",0.0,0.36,0.31,0.05,0.0,0.05,0.07,0.06,False
7,2,5352,520,"1-3,5-7",13,8,3368,3112,"1-3,5-7",0.0,0.26,0.25,0.03,0.0,0.03,0.05,0.05,False
25,20,12576,14688,"1-3,5-7",15,10,11832,5160,"1-3,5-7",0.0,0.37,0.32,0.05,0.0,0.05,0.07,0.06,False
13,8,9528,5992,"1-3,5-7",6,1,2408,488,"1-3,5-7",0.0,0.32,0.25,0.04,0.0,0.04,0.05,0.05,False
13,8,3624,6456,"1-3,5-7",20,17,13536,4264,"1-3,5-7",0.0,0.3,0.3,0.04,0.0,0.04,0.06,0.06,False
11,6,5160,256,"1-3,5-7",8,2,3240,568,"1-3,5-7",0.0,0.25,0.22,0.03,0.0,0.03,0.05,0.04,False
10,4,1416,408,"1-3,5-7",15,9,1736,4968,"1-3,5-7",0.0,0.26,0.21,0.03,0.0,0.03,0.05,0.04,False
15,12,13536,9912,"1-3,5-7",18,14,10296,744,"1-3,5-7",0.0,0.37,0.26,0.05,0.0,0.05,0.06,0.05,False
7,2,4968,2088,"1-3,5-7",15,11,12960,6968,"1-3,5-7",0.0,0.35,0.31,0.05,0.0,0.05,0.06,0.06,False
2,0,2216,208,"1-3,5-7",15,10,7736,6712,"1-3,5-7",0.0,0.33,0.24,0.04,0.0,0.04,0.05,0.05,False
4,0,1000,568,"1-3,5-7",26,20,20616,776,"1-3,5-7",0.0,0.27,0.26,0.04,0.0,0.04,0.05,0.05,False
13,7,2024,5544,"1-3,5-7",10,4,2984,840,"1-3,5-7",0.0,0.29,0.24,0.04,0.0,0.04,0.05,0.05,False
8,4,6456,2152,"1-3,5-7",19,17,3240,10296,"1-3,5-7",0.0,0.32,0.29,0.04,0.0,0.04,0.06,0.06,False
6,1,1128,600,"1-3,5-7",20,18,12576,12216,"1-3,5-7",0.0,0.36,0.24,0.05,0.0,0.05,0.06,0.05,False
13,8,7480,2088,"1-3,5-7",8,4,256,1352,"1-3,5-7",0.0,0.26,0.23,0.03,0.0,0.03,0.05,0.05,False
4,0,904,776,"1-3,5-7",20,17,16992,12216,"1-3,5-7",0.0,0.39,0.27,0.05,0.0,0.05,0.06,0.05,False
20,17,15264,11832,"1-3,5-7",24,20,20616,5160,"1-3,5-7",0.0,0.38,0.29,0.05,0.0,0.05,0.06,0.06,False
11,6,1032,4008,"1-3,5-7",3,0,808,968,"1-3,5-7",0.0,0.28,0.27,0.04,0.0,0.04,0.05,0.05,False
20,17,11064,9144,"1-3,5-7",24,20,24496,17568,"1-3,5-7",0.0,0.42,0.33,0.06,0.0,0.06,0.07,0.07,False
20,17,9144,13536,"1-3,5-7",18,14,1928,4584,"1-3,5-7",0.0,0.39,0.25,0.05,0.0,0.05,0.06,0.05,False
15,9,5160,616,"1-3,5-7",8,4,2984,3240,"1-3,5-7",0.0,0.3,0.23,0.04,0.0,0.04,0.05,0.05,False
19,17,1064,14112,"1-3,5-7",13,7,11448,5544,"1-3,5-7",0.0,0.34,0.34,0.05,0.0,0.05,0.07,0.07,False
15,10,13536,2984,"1-3,5-7",20,18,9144,14688,"1-3,5-7",0.0,0.39,0.29,0.05,0.0,0.05,0.06,0.06,False
13,7,9912,1928,"1-3,5-7",8,2,3496,208,"1-3,5-7",0.0,0.27,0.23,0.04,0.0,0.04,0.05,0.04,False
11,6,6968,2280,"1-3,5-7",19,17,7224,4968,"1-3,5-7",0.0,0.28,0.27,0.04,0.0,0.04,0.06,0.05,False
22,19,19848,7992,"1-3,5-7",6,1,2728,808,"1-3,5-7",0.0,0.34,0.26,0.04,0.0,0.04,0.06,0.05,False
18,14,14688,9144,"1-3,5-7",24,20,15264,1992,"1-3,5-7",0.0,0.34,0.27,0.05,0.0,0.05,0.06,0.05,False
13,7,1800,6200,"1-3,5-7",2,0,2152,1096,"1-3,5-7",0.0,0.3,0.29,0.04,0.0,0.04,0.06,0.06,False
13,7,3240,4584,"1-3,5-7",8,2,2792,2152,"1-3,5-7",0.0,0.29,0.28,0.04,0.0,0.04,0.06,0.06,False
15,10,1736,6968,"1-3,5-7",6,1,4776,56,"1-3,5-7",0.0,0.3,0.22,0.04,0.0,0.04,0.05,0.04,False
2,0,208,424,"1-3,5-7",13,7,1608,584,"1-3,5-7",0.0,0.23,0.2,0.03,0.0,0.03,0.04,0.04,False
5,0,3240,1352,"1-3,5-7",3,0,568,744,"1-3,5-7",0.0,0.3,0.27,0.04,0.0,0.04,0.06,0.05,False
26,20,22920,16992,"1-3,5-7",25,20,28336,10296,"1-3,5-7",0.0,0.41,0.36,0.05,0.0,0.05,0.08,0.07,False
13,7,9912,5160,"1-3,5-7",15,11,2856,328,"1-3,5-7",0.0,0.32,0.21,0.04,0.0,0.04,0.05,0.04,False
15,12,11448,4968,"1-3,5-7",8,4,3496,3112,"1-3,5-7",0.0,0.3,0.3,0.04,0.0,0.04,0.06,0.06,False
8,2,808,744,"1-3,5-7",8,2,2216,1064,"1-3,5-7",0.0,0.25,0.25,0.03,0.0,0.03,0.05,0.05,False
7,2,5352,1800,"1-3,5-7",15,12,11448,6968,"1-3,5-7",0.0,0.34,0.29,0.05,0.0,0.05,0.06,0.06,False
7,2,3112,144,"1-3,5-7",26,20,12960,4008,"1-3,5-7",0.0,0.28,0.21,0.04,0.0,0.04,0.05,0.04,False
11,6,1928,3112,"1-3,5-7",7,2,1928,776,"1-3,5-7",0.0,0.26,0.25,0.03,0.0,0.03,0.05,0.05,False
24,20,9528,18336,"1-3,5-7",20,17,19848,3368,"1-3,5-7",0.0,0.38,0.31,0.05,0.0,0.05,0.07,0.06,False
26,20,29296,2344,"1-3,5-7",10,4,7224,2728,"1-3,5-7",0.0,0.3,0.3,0.04,0.0,0.04,0.06,0.06,False
10,4,1256,120,"1-3,5-7",20,18,8760,13536,"1-3,5-7",0.0,0.36,0.2,0.05,0.0,0.05,0.05,0.04,False
13,8,1800,4008,"1-3,5-7",22,19,12960,1064,"1-3,5-7",0.0,0.26,0.25,0.03,0.0,0.03,0.05,0.05,False
24,20,15264,18336,"1-3,5-7",2,0,648,776,"1-3,5-7",0.0,0.4,0.27,0.05,0.0,0.05,0.06,0.05,False
15,12,1992,584,"1-3,5-7",24,20,16992,17568,"1-3,5-7",0.0,0.4,0.21,0.05,0.0,0.05,0.06,0.04,False
7,2,5160,648,"1-3,5-7",24,20,5352,14112,"1-3,5-7",0.0,0.35,0.27,0.05,0.0,0.05,0.06,0.05,False
10,4,2856,696,"1-3,5-7",8,4,4008,1288,"1-3,5-7",0.0,0.24,0.23,0.03,0.0,0.03,0.05,0.05,False
15,9,2280,2344,"1-3,5-7",8,2,1256,1384,"1-3,5-7",0.0,0.27,0.22,0.04,0.0,0.04,0.05,0.04,False
15,11,6968,6200,"1-3,5-7",7,2,4136,2216,"1-3,5-7",0.0,0.33,0.3,0.04,0.0,0.04,0.06,0.06,False
8,2,5352,1800,"1-3,5-7",26,20,1192,19080,"1-3,5-7",0.0,0.36,0.3,0.05,0.0,0.05,0.06,0.06,False
6,1,3752,1416,"1-3,5-7",15,9,9912,6968,"1-3,5-7",0.0,0.33,0.29,0.04,0.0,0.04,0.06,0.06,False
24,20,14112,14112,"1-3,5-7",15,12,3112,9144,"1-3,5-7",0.0,0.37,0.34,0.05,0.0,0.05,0.07,0.07,False
19,17,14688,3624,"1-3,5-7",22,19,5160,4392,"1-3,5-7",0.0,0.27,0.25,0.04,0.0,0.04,0.05,0.05,False
8,2,120,208,"1-3,5-7",19,17,12960,280,"1-3,5-7",0.0,0.25,0.2,0.03,0.0,0.03,0.04,0.04,False
25,20,27376,6200,"1-3,5-7",13,7,1352,2216,"1-3,5-7",0.0,0.33,0.24,0.04,0.0,0.04,0.05,0.05,False
26,20,22920,19080,"1-3,5-7",24,20,15264,4776,"1-3,5-7",0.0,0.41,0.3,0.05,0.0,0.05,0.07,0.06,False
15,10,4584,2856,"1-3,5-7",18,15,13536,2600,"1-3,5-7",0.0,0.29,0.25,0.04,0.0,0.04,0.05,0.05,False
15,12,4264,376,"1-3,5-7",18,14,9912,11832,"1-3,5-7",0.0,0.37,0.22,0.05,0.0,0.05,0.05,0.04,False
24,20,25456,13536,"1-3,5-7",4,0,2216,1000,"1-3,5-7",0.0,0.38,0.28,0.05,0.0,0.05,0.06,0.06,False
22,19,18336,696,"1-3,5-7",18,14,2600,12960,"1-3,5-7",0.0,0.35,0.28,0.05,0.0,0.05,0.06,0.06,False
13,7,10680,1096,"1-3,5-7",22,19,3752,10296,"1-3,5-7",0.0,0.31,0.25,0.04,0.0,0.04,0.05,0.05,False
15,12,9912,776,"1-3,5-7",7,2,2216,616,"1-3,5-7",0.0,0.25,0.24,0.03,0.0,0.03,0.05,0.05,False
26,20,22920,18336,"1-3,5-7",8,4,968,2856,"1-3,5-7",0.0,0.42,0.28,0.06,0.0,0.06,0.06,0.06,False
13,8,440,4584,"1-3,5-7",13,7,1352,5352,"1-3,5-7",0.0,0.3,0.26,0.04,0.0,0.04,0.06,0.05,False
13,7,7736,2472,"1-3,5-7",18,15,14112,4968,"1-3,5-7",0.0,0.29,0.27,0.04,0.0,0.04,0.06,0.05,False
15,11,1736,4968,"1-3,5-7",11,6,5992,3240,"1-3,5-7",0.0,0.27,0.27,0.04,0.0,0.04,0.05,0.05,False
6,1,3496,376,"1-3,5-7",18,15,7224,2856,"1-3,5-7",0.0,0.26,0.25,0.03,0.0,0.03,0.05,0.05,False
13,7,8760,3496,"1-3,5-7",18,14,5992,1256,"1-3,5-7",0.0,0.28,0.25,0.04,0.0,0.04,0.05,0.05,False
8,2,6968,1480,"1-3,5-7",13,7,3240,4968,"1-3,5-7",0.0,0.29,0.28,0.04,0.0,0.04,0.06,0.06,False
15,9,1416,1736,"1-3,5-7",19,17,10680,6200,"1-3,5-7",0.0,0.3,0.23,0.04,0.0,0.04,0.05,0.05,False
19,17,14688,280,"1-3,5-7",13,8,4968,3368,"1-3,5-7",0.0,0.27,0.27,0.04,0.0,0.04,0.05,0.05,False
15,11,7480,680,"1-3,5-7",4,0,208,1320,"1-3,5-7",0.0,0.27,0.25,0.04,0.0,0.04,0.05,0.05,False
8,4,1384,2344,"1-3,5-7",20,17,16416,14688,"1-3,5-7",0.0,0.41,0.27,0.05,0.0,0.05,0.06,0.05,False
7,2,3880,872,"1-3,5-7",24,20,5352,18336,"1-3,5-7",0.0,0.36,0.27,0.05,0.0,0.05,0.06,0.05,False
7,2,3240,1192,"1-3,5-7",11,6,6200,4264,"1-3,5-7",0.0,0.31,0.28,0.04,0.0,0.04,0.06,0.06,False
20,17,9912,3112,"1-3,5-7",18,14,11448,4968,"1-3,5-7",0.0,0.3,0.27,0.04,0.0,0.04,0.06,0.05,False
10,4,2024,1192,"1-3,5-7",15,12,1416,5992,"1-3,5-7",0.0,0.26,0.24,0.04,0.0,0.04,0.05,0.05,False
25,20,24496,9528,"1-3,5-7",15,12,6456,176,"1-3,5-7",0.0,0.36,0.24,0.05,0.0,0.05,0.06,0.05,False
6,1,1224,1288,"1-3,5-7",7,2,5992,1256,"1-3,5-7",0.0,0.28,0.28,0.04,0.0,0.04,0.06,0.06,False
7,2,5992,1928,"1-3,5-7",8,4,968,776,"1-3,5-7",0.0,0.3,0.22,0.04,0.0,0.04,0.05,0.04,False
24,20,12576,16992,"1-3,5-7",2,0,2024,1032,"1-3,5-7",0.0,0.4,0.3,0.05,0.0,0.05,0.07,0.06,False
15,11,8504,7992,"1-3,5-7",8,2,6456,2216,"1-3,5-7",0.0,0.34,0.31,0.04,0.0,0.04,0.06,0.06,False
15,11,4008,5992,"1-3,5-7",15,10,12216,1864,"1-3,5-7",0.0,0.31,0.27,0.04,0.0,0.04,0.06,0.05,False
8,2,1672,744,"1-3,5-7",7,2,3624,1736,"1-3,5-7",0.0,0.3,0.24,0.04,0.0,0.04,0.05,0.05,False
15,9,8760,1416,"1-3,5-7",2,0,2216,1000,"1-3,5-7",0.0,0.3,0.25,0.04,0.0,0.04,0.05,0.05,False
11,6,1544,4968,"1-3,5-7",18,14,1928,1800,"1-3,5-7",0.0,0.29,0.22,0.04,0.0,0.04,0.05,0.04,False
3,0,1224,1160,"1-3,5-7",25,20,22920,1992,"1-3,5-7",0.0,0.28,0.28,0.06,0.0,0.06,0.04,0.04,False
19,17,2856,11832,"1-3,5-7",20,17,3624,904,"1-3,5-7",0.0,0.33,0.22,0.04,0.0,0.04,0.05,0.04,False
8,4,4584,2984,"1-3,5-7",8,4,2216,2856,"1-3,5-7",0.0,0.3,0.27,0.04,0.0,0.04,0.06,0.05,False
19,17,11064,600,"1-3,5-7",4,0,120,328,"1-3,5-7",0.0,0.25,0.21,0.03,0.0,0.03,0.04,0.04,False
15,12,3112,9144,"1-3,5-7",6,1,2984,680,"1-3,5-7",0.0,0.33,0.27,0.04,0.0,0.04,0.06,0.05,False
2,0,1288,1320,"1-3,5-7",13,8,4136,1544,"1-3,5-7",0.0,0.3,0.24,0.04,0.0,0.04,0.05,0.05,False
18,14,12216,2280,"1-3,5-7",18,14,14112,9912,"1-3,5-7",0.0,0.35,0.27,0.05,0.0,0.05,0.06,0.05,False
22,19,8248,1800,"1-3,5-7",15,10,10296,1256,"1-3,5-7",0.0,0.25,0.24,0.03,0.0,0.03,0.05,0.05,False
6,1,712,1224,"1-3,5-7",11,6,144,3496,"1-3,5-7",0.0,0.27,0.26,0.04,0.0,0.04,0.05,0.05,False
15,9,3752,2216,"1-3,5-7",18,14,14112,11448,"1-3,5-7",0.0,0.38,0.24,0.05,0.0,0.05,0.06,0.05,False
20,18,4392,968,"1-3,5-7",20,17,14688,3368,"1-3,5-7",0.0,0.28,0.23,0.04,0.0,0.04,0.05,0.05,False
15,10,14112,5736,"1-3,5-7",7,2,5736,256,"1-3,5-7",0.0,0.32,0.25,0.04,0.0,0.04,0.05,0.05,False
10,4,7224,2728,"1-3,5-7",7,2,5992,144,"1-3,5-7",0.0,0.3,0.23,0.04,0.0,0.04,0.05,0.05,False
5,0,4392,680,"1-3,5-7",22,19,16416,5352,"1-3,5-7",0.0,0.3,0.27,0.04,0.0,0.04,0.06,0.05,False
25,20,3496,18336,"1-3,5-7",4,0,208,328,"1-3,5-7",0.0,0.36,0.21,0.05,0.0,0.05,0.05,0.04,False
20,18,10680,2600,"1-3,5-7",20,18,776,3624,"1-3,5-7",0.0,0.27,0.24,0.04,0.0,0.04,0.05,0.05,False
2,0,616,936,"1-3,5-7",10,4,456,2088,"1-3,5-7",0.0,0.27,0.26,0.04,0.0,0.04,0.05,0.05,False
20,17,14688,3368,"1-3,5-7",5,0,1864,1256,"1-3,5-7",0.0,0.3,0.28,0.04,0.0,0.04,0.06,0.06,False
18,14,5992,11832,"1-3,5-7",20,17,16416,904,"1-3,5-7",0.0,0.35,0.28,0.05,0.0,0.05,0.06,0.06,False
4,0,1480,1128,"1-3,5-7",5,0,968,488,"1-3,5-7",0.0,0.28,0.25,0.04,0.0,0.04,0.05,0.05,False
13,8,3240,6968,"1-3,5-7",26,20,5544,14112,"1-3,5-7",0.0,0.33,0.31,0.04,0.0,0.04,0.06,0.06,False
22,19,16416,5352,"1-3,5-7",18,14,3240,2024,"1-3,5-7",0.0,0.3,0.23,0.04,0.0,0.04,0.05,0.05,False
18,14,8760,6712,"1-3,5-7",13,8,10680,3240,"1-3,5-7",0.0,0.31,0.28,0.04,0.0,0.04,0.06,0.06,False
8,4,808,1128,"1-3,5-7",8,4,5992,1192,"1-3,5-7",0.0,0.26,0.24,0.04,0.0,0.04,0.05,0.05,False
8,2,1544,72,"1-3,5-7",13,7,440,5736,"1-3,5-7",0.0,0.29,0.19,0.04,0.0,0.04,0.04,0.04,False
18,14,8504,4392,"1-3,5-7",5,0,1384,968,"1-3,5-7",0.0,0.28,0.28,0.04,0.0,0.04,0.06,0.06,False
26,20,8504,16416,"1-3,5-7",20,18,16992,2600,"1-3,5-7",0.0,0.38,0.29,0.05,0.0,0.05,0.06,0.06,False
13,8,3880,6456,"1-3,5-7",5,0,2728,1000,"1-3,5-7",0.0,0.3,0.29,0.04,0.0,0.04,0.06,0.06,False
24,20,5352,11832,"1-3,5-7",13,8,2984,1672,"1-3,5-7",0.0,0.3,0.23,0.04,0.0,0.04,0.05,0.05,False
18,14,13536,11448,"1-3,5-7",20,18,16416,5992,"1-3,5-7",0.0,0.36,0.32,0.05,0.0,0.05,0.07,0.06,False
15,9,7480,1096,"1-3,5-7",11,6,4776,5160,"1-3,5-7",0.0,0.3,0.24,0.04,0.0,0.04,0.05,0.05,False
19,17,2536,5160,"1-3,5-7",18,14,2600,1800,"1-3,5-7",0.0,0.25,0.22,0.03,0.0,0.03,0.05,0.04,False
11,6,6712,1480,"1-3,5-7",15,11,6200,4776,"1-3,5-7",0.0,0.28,0.27,0.04,0.0,0.04,0.05,0.05,False
6,1,2088,1480,"1-3,5-7",13,7,1128,2664,"1-3,5-7",0.0,0.28,0.24,0.04,0.0,0.04,0.05,0.05,False
15,11,4584,7480,"1-3,5-7",20,17,5992,8760,"1-3,5-7",0.0,0.32,0.31,0.04,0.0,0.04,0.06,0.06,False
5,0,1480,776,"1-3,5-7",20,18,15840,7224,"1-3,5-7",0.0,0.33,0.26,0.04,0.0,0.04,0.06,0.05,False
22,19,6968,2152,"1-3,5-7",18,14,6200,1000,"1-3,5-7",0.0,0.24,0.23,0.03,0.0,0.03,0.05,0.05,False
8,4,3368,3112,"1-3,5-7",13,7,11064,5160,"1-3,5-7",0.0,0.31,0.3,0.04,0.0,0.04,0.06,0.06,False
2,0,208,968,"1-3,5-7",6,1,392,344,"1-3,5-7",0.0,0.25,0.22,0.03,0.0,0.03,0.05,0.04,False
13,7,4392,104,"1-3,5-7",11,6,6968,176,"1-3,5-7",0.0,0.23,0.21,0.03,0.0,0.03,0.04,0.04,False
7,2,5352,936,"1-3,5-7",20,18,776,7480,"1-3,5-7",0.0,0.28,0.26,0.04,0.0,0.04,0.05,0.05,False
6,1,4968,1480,"1-3,5-7",13,8,4968,5544,"1-3,5-7",0.0,0.3,0.3,0.04,0.0,0.04,0.06,0.06,False
18,15,1928,1736,"1-3,5-7",8,4,392,2152,"1-3,5-7",0.0,0.26,0.22,0.03,0.0,0.03,0.05,0.04,False
18,15,6456,3112,"1-3,5-7",18,15,4584,5160,"1-3,5-7",0.0,0.26,0.26,0.03,0.0,0.03,0.05,0.05,False
19,17,16992,2728,"1-3,5-7",7,2,5544,696,"1-3,5-7",0.0,0.28,0.26,0.04,0.0,0.04,0.05,0.05,False
13,8,9912,6200,"1-3,5-7",13,7,8760,5544,"1-3,5-7",0.0,0.34,0.32,0.04,0.0,0.04,0.07,0.06,False
15,12,4968,5544,"1-3,5-7",6,1,3624,256,"1-3,5-7",0.0,0.29,0.23,0.04,0.0,0.04,0.05,0.04,False
6,1,1352,176,"1-3,5-7",26,20,20616,14112,"1-3,5-7",0.0,0.38,0.2,0.05,0.0,0.05,0.05,0.04,False
5,0,2088,968,"1-3,5-7",18,15,10296,4968,"1-3,5-7",0.0,0.3,0.28,0.04,0.0,0.04,0.06,0.06,False
13,7,10680,1320,"1-3,5-7",13,8,904,3112,"1-3,5-7",0.0,0.27,0.24,0.04,0.0,0.04,0.05,0.05,False
13,7,5544,4264,"1-3,5-7",7,2,1800,1992,"1-3,5-7",0.0,0.3,0.28,0.04,0.0,0.04,0.06,0.06,False
18,14,328,7992,"1-3,5-7",13,8,440,680,"1-3,5-7",0.0,0.29,0.21,0.04,0.0,0.04,0.05,0.04,False
3,0,968,344,"1-3,5-7",3,0,1928,808,"1-3,5-7",0.0,0.28,0.23,0.04,0.0,0.04,0.05,0.05,False
8,2,5160,1928,"1-3,5-7",3,0,680,88,"1-3,5-7",0.0,0.3,0.2,0.04,0.0,0.04,0.05,0.04,False
20,17,1160,9912,"1-3,5-7",15,11,3496,1224,"1-3,5-7",0.0,0.3,0.23,0.04,0.0,0.04,0.05,0.05,False
26,20,22152,776,"1-3,5-7",15,12,7480,1192,"1-3,5-7",0.0,0.26,0.24,0.04,0.0,0.04,0.05,0.05,False
22,19,22152,336,"1-3,5-7",20,17,1160,9144,"1-3,5-7",0.0,0.29,0.27,0.04,0.0,0.04,0.06,0.05,False
4,0,1288,872,"1-3,5-7",20,17,17568,2728,"1-3,5-7",0.0,0.27,0.26,0.04,0.0,0.04,0.05,0.05,False
15,11,11064,5992,"1-3,5-7",3,0,1416,1032,"1-3,5-7",0.0,0.32,0.28,0.04,0.0,0.04,0.06,0.06,False
18,15,9912,6200,"1-3,5-7",15,12,7224,7736,"1-3,5-7",0.0,0.33,0.31,0.04,0.0,0.04,0.06,0.06,False
15,11,11064,5736,"1-3,5-7",8,2,120,2152,"1-3,5-7",0.0,0.32,0.28,0.04,0.0,0.04,0.06,0.06,False
8,2,6968,32,"1-3,5-7",18,14,4264,10680,"1-3,5-7",0.0,0.34,0.23,0.04,0.0,0.04,0.05,0.05,False
11,6,8760,1544,"1-3,5-7",22,19,11448,4008,"1-3,5-7",0.0,0.29,0.26,0.04,0.0,0.04,0.05,0.05,False
20,18,1544,6712,"1-3,5-7",19,17,9912,600,"1-3,5-7",0.0,0.27,0.25,0.04,0.0,0.04,0.05,0.05,False
15,9,13536,6712,"1-3,5-7",20,17,3112,3112,"1-3,5-7",0.0,0.33,0.23,0.04,0.0,0.04,0.05,0.05,False
2,0,1416,776,"1-3,5-7",6,1,4008,224,"1-3,5-7",0.0,0.28,0.23,0.04,0.0,0.04,0.05,0.04,False
8,4,3880,1800,"1-3,5-7",15,12,4968,4776,"1-3,5-7",0.0,0.27,0.27,0.04,0.0,0.04,0.05,0.05,False
4,0,904,488,"1-3,5-7",15,9,6200,136,"1-3,5-7",0.0,0.24,0.22,0.03,0.0,0.03,0.05,0.04,False
24,20,27376,15264,"1-3,5-7",24,20,14688,19080,"1-3,5-7",0.0,0.41,0.41,0.06,0.0,0.06,0.08,0.08,False
15,12,2280,2600,"1-3,5-7",20,17,15840,14112,"1-3,5-7",0.0,0.41,0.24,0.05,0.0,0.05,0.06,0.05,False
2,0,1416,1384,"1-3,5-7",13,7,5352,2472,"1-3,5-7",0.0,0.28,0.26,0.04,0.0,0.04,0.05,0.05,False
20,17,18336,3624,"1-3,5-7",2,0,424,208,"1-3,5-7",0.0,0.3,0.2,0.04,0.0,0.04,0.05,0.04,False
24,20,13536,5544,"1-3,5-7",8,4,4968,2152,"1-3,5-7",0.0,0.29,0.29,0.04,0.0,0.04,0.06,0.06,False
13,8,7224,1096,"1-3,5-7",20,18,11448,15840,"1-3,5-7",0.0,0.38,0.25,0.05,0.0,0.05,0.06,0.05,False
2,0,1800,488,"1-3,5-7",20,18,4776,14688,"1-3,5-7",0.0,0.36,0.26,0.05,0.0,0.05,0.06,0.05,False
15,12,12960,8760,"1-3,5-7",11,6,8504,2408,"1-3,5-7",0.0,0.38,0.28,0.05,0.0,0.05,0.06,0.06,False
3,0,1032,344,"1-3,5-7",4,0,2600,488,"1-3,5-7",0.0,0.26,0.24,0.03,0.0,0.03,0.05,0.05,False
2,0,1928,176,"1-3,5-7",20,18,5992,11832,"1-3,5-7",0.0,0.33,0.23,0.04,0.0,0.04,0.05,0.05,False
13,7,9144,2472,"1-3,5-7",7,2,3496,424,"1-3,5-7",0.0,0.27,0.25,0.04,0.0,0.04,0.05,0.05,False
4,0,256,840,"1-3,5-7",15,9,8760,4392,"1-3,5-7",0.0,0.28,0.25,0.04,0.0,0.04,0.05,0.05,False
8,2,4968,328,"1-3,5-7",15,12,11448,1192,"1-3,5-7",0.0,0.28,0.25,0.04,0.0,0.04,0.05,0.05,False
18,14,5544,4392,"1-3,5-7",24,20,20616,9528,"1-3,5-7",0.0,0.34,0.27,0.05,0.0,0.05,0.06,0.05,False
