mcs_dl_1,mcs_ul_1,dl_kbps_1,ul_kbps_1,cpu_set_1,cpu_0,cpu_1,cpu_2,cpu_3,cpu_4,cpu_5,cpu_6,cpu_7,explode
8,4,5992,1608,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
24,20,24496,5544,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
5,0,680,968,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
6,1,256,1672,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
13,7,1800,840,"1-3,5-7",0.0,0.2,0.03,0.03,0.0,0.01,0.0,0.0,False
2,0,1000,968,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
3,0,1224,88,"1-3,5-7",0.0,0.2,0.03,0.03,0.0,0.01,0.0,0.0,False
8,4,808,488,"1-3,5-7",0.0,0.2,0.03,0.03,0.0,0.01,0.0,0.0,False
15,12,12960,6968,"1-3,5-7",0.0,0.33,0.04,0.04,0.0,0.02,0.0,0.0,False
6,1,392,224,"1-3,5-7",0.0,0.2,0.03,0.03,0.0,0.01,0.0,0.0,False
20,18,6200,15840,"1-3,5-7",0.0,0.36,0.05,0.05,0.0,0.02,0.0,0.0,False
15,9,11448,6968,"1-3,5-7",0.0,0.32,0.04,0.04,0.0,0.02,0.0,0.0,False
25,20,4584,5544,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
15,10,9144,2024,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
2,0,1288,56,"1-3,5-7",0.0,0.2,0.03,0.03,0.0,0.01,0.0,0.0,False
20,17,1992,11064,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
18,15,1928,12960,"1-3,5-7",0.0,0.32,0.04,0.04,0.0,0.02,0.0,0.0,False
15,9,9528,3496,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
20,17,18336,11832,"1-3,5-7",0.0,0.37,0.05,0.05,0.0,0.02,0.0,0.0,False
15,12,8760,2984,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
15,11,8760,1736,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
22,19,12960,4008,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
26,20,15264,6712,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
20,17,12576,6456,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
13,7,2280,2344,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
20,18,1992,12216,"1-3,5-7",0.0,0.32,0.04,0.04,0.0,0.02,0.0,0.0,False
18,15,15840,5544,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
8,2,392,1160,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
6,1,3368,1416,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
4,0,840,176,"1-3,5-7",0.0,0.19,0.03,0.03,0.0,0.01,0.0,0.0,False
15,10,8760,4264,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
2,0,296,568,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
15,12,12216,584,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
18,14,9528,11832,"1-3,5-7",0.0,0.35,0.05,0.05,0.0,0.02,0.0,0.0,False
18,14,9528,11832,"1-3,5-7",0.0,0.35,0.05,0.05,0.0,0.02,0.0,0.0,False
18,14,14688,5160,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
8,4,3112,3496,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
20,18,8760,12216,"1-3,5-7",0.0,0.35,0.05,0.05,0.0,0.02,0.0,0.0,False
15,9,11064,2024,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
20,18,9144,5992,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
3,0,616,176,"1-3,5-7",0.0,0.2,0.03,0.03,0.0,0.01,0.0,0.0,False
15,9,11832,5160,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
15,10,12576,4584,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
11,6,2664,3752,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
15,11,1736,6200,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
25,20,22152,6712,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
13,8,1608,4776,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
20,18,17568,5160,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
2,0,1288,568,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
15,9,5160,4136,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
8,4,968,1128,"1-3,5-7",0.0,0.22,0.03,0.03,0.0,0.01,0.0,0.0,False
13,7,10296,5992,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
15,12,7992,5544,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
13,8,1352,2984,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
10,4,5992,3368,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
15,9,6968,5736,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
5,0,680,32,"1-3,5-7",0.0,0.18,0.02,0.02,0.0,0.01,0.0,0.0,False
10,4,5992,696,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
8,2,120,1160,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
3,0,2536,424,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
5,0,3880,616,"1-3,5-7",0.0,0.26,0.04,0.04,0.0,0.02,0.0,0.0,False
25,20,28336,18336,"1-3,5-7",0.0,0.43,0.06,0.06,0.0,0.03,0.0,0.0,False
20,17,14112,5544,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
24,20,19080,16992,"1-3,5-7",0.0,0.37,0.05,0.05,0.0,0.02,0.0,0.0,False
2,0,1672,176,"1-3,5-7",0.0,0.21,0.03,0.03,0.0,0.01,0.0,0.0,False
18,15,328,2280,"1-3,5-7",0.0,0.21,0.03,0.03,0.0,0.01,0.0,0.0,False
15,11,12960,680,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
15,10,10296,3752,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
8,4,1800,1736,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
13,7,3368,3112,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
13,7,2024,1928,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
13,7,10680,1928,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
20,17,2792,4968,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
25,20,19848,8248,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
18,14,5544,6456,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
15,9,5544,4776,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
11,6,5992,1992,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
18,14,328,1544,"1-3,5-7",0.0,0.21,0.03,0.03,0.0,0.01,0.0,0.0,False
25,20,18336,15264,"1-3,5-7",0.0,0.36,0.05,0.05,0.0,0.02,0.0,0.0,False
8,2,1928,1672,"1-3,5-7",0.0,0.26,0.04,0.04,0.0,0.02,0.0,0.0,False
2,0,1544,536,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
8,2,680,2152,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
6,1,1224,224,"1-3,5-7",0.0,0.21,0.03,0.03,0.0,0.01,0.0,0.0,False
3,0,872,712,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
25,20,25456,1544,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
15,9,10680,1736,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
22,19,14688,14688,"1-3,5-7",0.0,0.37,0.05,0.05,0.0,0.02,0.0,0.0,False
13,8,4392,5992,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
7,2,5160,1800,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
4,0,1928,648,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
20,17,6712,904,"1-3,5-7",0.0,0.22,0.03,0.03,0.0,0.01,0.0,0.0,False
7,2,1800,1480,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
6,1,2984,632,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
7,2,5544,472,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
13,7,904,2792,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
15,11,9528,6968,"1-3,5-7",0.0,0.32,0.04,0.04,0.0,0.02,0.0,0.0,False
4,0,1736,344,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
22,19,19848,11832,"1-3,5-7",0.0,0.36,0.05,0.05,0.0,0.02,0.0,0.0,False
25,20,13536,4008,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
10,4,4968,1992,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
3,0,2856,904,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
19,17,9144,10680,"1-3,5-7",0.0,0.32,0.04,0.04,0.0,0.02,0.0,0.0,False
6,1,4392,208,"1-3,5-7",0.0,0.22,0.03,0.03,0.0,0.01,0.0,0.0,False
5,0,4008,288,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
19,17,6712,8760,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
5,0,3752,744,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
13,7,11448,968,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
10,4,7736,2472,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
25,20,9144,6712,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
19,17,696,6712,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
5,0,3240,968,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
15,10,3496,2536,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
15,11,1416,680,"1-3,5-7",0.0,0.21,0.03,0.03,0.0,0.01,0.0,0.0,False
8,2,3624,1800,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
25,20,7992,12576,"1-3,5-7",0.0,0.32,0.04,0.04,0.0,0.02,0.0,0.0,False
8,4,4584,3624,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
3,0,2664,16,"1-3,5-7",0.0,0.2,0.03,0.03,0.0,0.01,0.0,0.0,False
22,19,12576,16992,"1-3,5-7",0.0,0.37,0.05,0.05,0.0,0.02,0.0,0.0,False
2,0,1192,1288,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
22,19,7992,16416,"1-3,5-7",0.0,0.37,0.05,0.05,0.0,0.02,0.0,0.0,False
18,14,10680,10296,"1-3,5-7",0.0,0.34,0.05,0.05,0.0,0.02,0.0,0.0,False
6,1,3496,1544,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
7,2,1096,1608,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
6,1,808,712,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
15,10,1128,3496,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
8,4,3496,1544,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
3,0,208,376,"1-3,5-7",0.0,0.21,0.03,0.03,0.0,0.01,0.0,0.0,False
11,6,504,1480,"1-3,5-7",0.0,0.21,0.03,0.03,0.0,0.01,0.0,0.0,False
15,11,9912,680,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
20,17,376,280,"1-3,5-7",0.0,0.2,0.03,0.03,0.0,0.01,0.0,0.0,False
19,17,12576,1800,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
3,0,2152,1192,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
22,19,4136,5160,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
15,10,8248,2216,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
15,9,4008,7480,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
20,18,5992,13536,"1-3,5-7",0.0,0.34,0.05,0.05,0.0,0.02,0.0,0.0,False
20,18,6712,12576,"1-3,5-7",0.0,0.34,0.05,0.05,0.0,0.02,0.0,0.0,False
3,0,40,120,"1-3,5-7",0.0,0.18,0.02,0.02,0.0,0.01,0.0,0.0,False
20,17,11448,14688,"1-3,5-7",0.0,0.36,0.05,0.05,0.0,0.02,0.0,0.0,False
15,10,6200,7992,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
15,11,12216,5544,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
10,4,5736,56,"1-3,5-7",0.0,0.21,0.03,0.03,0.0,0.01,0.0,0.0,False
15,10,12960,4968,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
2,0,1672,600,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
8,4,6968,2472,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
15,11,2600,6200,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
13,8,9912,5544,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
15,12,9144,5992,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
4,0,2600,1256,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
26,20,1800,4776,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
18,15,1608,13536,"1-3,5-7",0.0,0.32,0.04,0.04,0.0,0.02,0.0,0.0,False
4,0,1352,840,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
4,0,2280,392,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
26,20,26416,7224,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
13,7,4136,1672,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
8,4,2984,1544,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
18,15,2984,8504,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
7,2,4136,1096,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
20,18,12216,1608,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
15,11,10296,5544,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
13,8,6712,3752,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
6,1,4584,1256,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
19,17,17568,6456,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
20,17,5992,3112,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
2,0,1416,600,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
15,9,12960,7480,"1-3,5-7",0.0,0.32,0.04,0.04,0.0,0.02,0.0,0.0,False
8,2,256,1480,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
20,18,19080,10296,"1-3,5-7",0.0,0.36,0.05,0.05,0.0,0.02,0.0,0.0,False
25,20,16992,9912,"1-3,5-7",0.0,0.32,0.04,0.04,0.0,0.02,0.0,0.0,False
6,1,2984,176,"1-3,5-7",0.0,0.21,0.03,0.03,0.0,0.01,0.0,0.0,False
7,2,3624,2216,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
19,17,14688,280,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
19,17,3240,9528,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
13,8,7480,256,"1-3,5-7",0.0,0.22,0.03,0.03,0.0,0.01,0.0,0.0,False
5,0,1384,872,"1-3,5-7",0.0,0.26,0.04,0.04,0.0,0.02,0.0,0.0,False
5,0,1736,488,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
19,17,11448,5544,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
15,10,1416,4392,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
19,17,12216,8504,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
8,4,2664,2984,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
2,0,648,776,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
19,17,2152,1544,"1-3,5-7",0.0,0.21,0.03,0.03,0.0,0.01,0.0,0.0,False
7,2,1928,32,"1-3,5-7",0.0,0.19,0.03,0.03,0.0,0.01,0.0,0.0,False
26,20,15264,9912,"1-3,5-7",0.0,0.33,0.04,0.04,0.0,0.02,0.0,0.0,False
20,17,9912,600,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
22,19,3240,9912,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
15,10,7736,3368,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
24,20,7480,1544,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
15,9,3112,7736,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
15,11,12216,3880,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
6,1,3496,488,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
2,0,696,744,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
11,6,7480,4584,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
4,0,1736,288,"1-3,5-7",0.0,0.22,0.03,0.03,0.0,0.01,0.0,0.0,False
8,2,5544,32,"1-3,5-7",0.0,0.21,0.03,0.03,0.0,0.01,0.0,0.0,False
25,20,24496,12576,"1-3,5-7",0.0,0.36,0.05,0.05,0.0,0.02,0.0,0.0,False
22,19,11448,3624,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
15,9,12960,3112,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
6,1,4136,176,"1-3,5-7",0.0,0.22,0.03,0.03,0.0,0.01,0.0,0.0,False
20,18,10296,1608,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
20,17,4008,10296,"1-3,5-7",0.0,0.32,0.04,0.04,0.0,0.02,0.0,0.0,False
10,4,776,2088,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
15,12,14112,1192,"1-3,5-7",0.0,0.26,0.04,0.04,0.0,0.02,0.0,0.0,False
26,20,2984,11064,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
3,0,1736,392,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
15,10,11064,1736,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
20,18,15264,14112,"1-3,5-7",0.0,0.38,0.05,0.05,0.0,0.03,0.0,0.0,False
8,4,2792,632,"1-3,5-7",0.0,0.22,0.03,0.03,0.0,0.01,0.0,0.0,False
26,20,10296,8760,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
19,17,10296,3624,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
8,4,1256,2728,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
8,2,3624,1928,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
26,20,4264,7992,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
10,4,6456,488,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
15,9,1416,2024,"1-3,5-7",0.0,0.21,0.03,0.03,0.0,0.01,0.0,0.0,False
8,4,6456,776,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
7,2,4136,296,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
13,7,3624,3368,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
22,19,5992,14688,"1-3,5-7",0.0,0.35,0.05,0.05,0.0,0.02,0.0,0.0,False
13,8,440,1672,"1-3,5-7",0.0,0.21,0.03,0.03,0.0,0.01,0.0,0.0,False
15,9,12216,1256,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
15,11,2280,5992,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
11,6,8760,2984,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
15,11,10296,2088,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
18,14,3240,4584,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
26,20,28336,1992,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
18,15,328,1128,"1-3,5-7",0.0,0.2,0.03,0.03,0.0,0.01,0.0,0.0,False
15,10,2280,1096,"1-3,5-7",0.0,0.21,0.03,0.03,0.0,0.01,0.0,0.0,False
10,4,6200,408,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
5,0,2664,744,"1-3,5-7",0.0,0.26,0.04,0.04,0.0,0.02,0.0,0.0,False
11,6,5352,2088,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
18,15,632,8504,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
7,2,6200,1736,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
24,20,10296,11832,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
24,20,10680,18336,"1-3,5-7",0.0,0.36,0.05,0.05,0.0,0.02,0.0,0.0,False
18,15,14112,8248,"1-3,5-7",0.0,0.33,0.04,0.04,0.0,0.02,0.0,0.0,False
15,11,2280,3496,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
11,6,1384,1864,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
8,2,3624,2216,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
8,4,3112,1992,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
8,2,6712,1064,"1-3,5-7",0.0,0.26,0.04,0.04,0.0,0.02,0.0,0.0,False
6,1,4776,808,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
18,14,11448,5352,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
18,15,11832,2280,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
24,20,1608,776,"1-3,5-7",0.0,0.21,0.03,0.03,0.0,0.01,0.0,0.0,False
10,4,3496,408,"1-3,5-7",0.0,0.21,0.03,0.03,0.0,0.01,0.0,0.0,False
4,0,2088,424,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
15,12,840,4584,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
8,2,5736,1160,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
25,20,6968,12960,"1-3,5-7",0.0,0.32,0.04,0.04,0.0,0.02,0.0,0.0,False
15,9,12960,6712,"1-3,5-7",0.0,0.32,0.04,0.04,0.0,0.02,0.0,0.0,False
22,19,12960,11064,"1-3,5-7",0.0,0.33,0.04,0.04,0.0,0.02,0.0,0.0,False
18,14,8760,9912,"1-3,5-7",0.0,0.34,0.05,0.05,0.0,0.02,0.0,0.0,False
25,20,26416,7224,"1-3,5-7",0.0,0.32,0.04,0.04,0.0,0.02,0.0,0.0,False
13,7,680,2664,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
18,15,15840,4968,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
10,4,4584,2472,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
7,2,3112,1000,"1-3,5-7",0.0,0.26,0.04,0.04,0.0,0.02,0.0,0.0,False
11,6,5544,2472,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
8,4,4968,2792,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
22,19,15840,4392,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
22,19,15840,12960,"1-3,5-7",0.0,0.35,0.05,0.05,0.0,0.02,0.0,0.0,False
3,0,2728,344,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
26,20,14112,16992,"1-3,5-7",0.0,0.38,0.05,0.05,0.0,0.03,0.0,0.0,False
