mcs_dl_1,mcs_ul_1,dl_kbps_1,ul_kbps_1,cpu_set_1,cpu_0,cpu_1,cpu_2,cpu_3,cpu_4,cpu_5,cpu_6,cpu_7,explode
2,0,2152,1256,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
24,20,16416,12576,"1-3,5-7",0.0,0.35,0.05,0.05,0.0,0.02,0.0,0.0,False
3,0,2856,568,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
22,19,8760,3624,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
11,6,1384,4584,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
15,9,7480,5352,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
5,0,72,152,"1-3,5-7",0.0,0.19,0.03,0.03,0.0,0.01,0.0,0.0,False
18,14,11448,3368,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
20,18,12960,3240,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
8,4,4584,3112,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
25,20,21384,1992,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
15,12,8504,776,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
8,2,536,1672,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
20,18,11832,328,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
24,20,1608,11064,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
5,0,2984,568,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
15,9,2600,6968,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
6,1,2472,712,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
24,20,12576,9528,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
20,18,11448,2600,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
15,11,14112,5992,"1-3,5-7",0.0,0.32,0.04,0.04,0.0,0.02,0.0,0.0,False
4,0,776,536,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
20,17,19080,3368,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
10,4,936,1480,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
11,6,6200,4776,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
8,4,2088,1352,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
26,20,9912,9144,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
6,1,712,568,"1-3,5-7",0.0,0.22,0.03,0.03,0.0,0.01,0.0,0.0,False
19,17,11448,7992,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
26,20,25456,12216,"1-3,5-7",0.0,0.37,0.05,0.05,0.0,0.02,0.0,0.0,False
6,1,4968,328,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
7,2,6200,424,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
6,1,392,744,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
13,7,9912,584,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
15,9,5992,6712,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
15,9,13536,6200,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
24,20,6968,14112,"1-3,5-7",0.0,0.32,0.04,0.04,0.0,0.02,0.0,0.0,False
2,0,2216,1032,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
15,10,12576,6200,"1-3,5-7",0.0,0.33,0.04,0.04,0.0,0.02,0.0,0.0,False
26,20,24496,16992,"1-3,5-7",0.0,0.4,0.05,0.05,0.0,0.03,0.0,0.0,False
26,20,26416,6200,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
7,2,4264,568,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
4,0,2664,224,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
4,0,3496,1224,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
8,4,2088,2152,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
26,20,12216,18336,"1-3,5-7",0.0,0.38,0.05,0.05,0.0,0.03,0.0,0.0,False
20,17,2344,6968,"1-3,5-7",0.0,0.26,0.04,0.04,0.0,0.02,0.0,0.0,False
19,17,5352,12960,"1-3,5-7",0.0,0.33,0.04,0.04,0.0,0.02,0.0,0.0,False
22,19,16992,14688,"1-3,5-7",0.0,0.38,0.05,0.05,0.0,0.03,0.0,0.0,False
15,11,12960,7480,"1-3,5-7",0.0,0.35,0.05,0.05,0.0,0.02,0.0,0.0,False
18,14,9144,2280,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
15,12,12960,5352,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
24,20,17568,19080,"1-3,5-7",0.0,0.4,0.05,0.05,0.0,0.03,0.0,0.0,False
15,10,10680,616,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
8,2,1384,1320,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
20,18,4392,2280,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
10,4,4136,2152,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
19,17,2152,9912,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
11,6,1032,4584,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
18,15,5544,14112,"1-3,5-7",0.0,0.34,0.05,0.05,0.0,0.02,0.0,0.0,False
13,8,11064,3752,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
3,0,2600,1384,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
13,8,3880,5992,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
3,0,2472,288,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
18,15,13536,5736,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
15,10,14112,2984,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
10,4,296,1800,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
20,18,5544,3240,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
6,1,3752,1672,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
13,8,4136,1672,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
18,14,3624,12216,"1-3,5-7",0.0,0.32,0.04,0.04,0.0,0.02,0.0,0.0,False
18,15,6200,256,"1-3,5-7",0.0,0.22,0.03,0.03,0.0,0.01,0.0,0.0,False
10,4,136,1608,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
19,17,16992,8760,"1-3,5-7",0.0,0.33,0.04,0.04,0.0,0.02,0.0,0.0,False
24,20,18336,11448,"1-3,5-7",0.0,0.34,0.04,0.04,0.0,0.02,0.0,0.0,False
3,0,872,288,"1-3,5-7",0.0,0.21,0.03,0.03,0.0,0.01,0.0,0.0,False
15,11,13536,5160,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
2,0,2088,600,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
8,2,6712,616,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
3,0,2536,712,"1-3,5-7",0.0,0.26,0.04,0.04,0.0,0.02,0.0,0.0,False
15,12,6200,3240,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
3,0,1032,840,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
20,17,14688,9912,"1-3,5-7",0.0,0.34,0.05,0.05,0.0,0.02,0.0,0.0,False
13,7,4136,4584,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
25,20,5160,6200,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
15,12,256,176,"1-3,5-7",0.0,0.19,0.03,0.03,0.0,0.01,0.0,0.0,False
20,17,19848,7224,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
7,2,1928,744,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
20,18,8760,12216,"1-3,5-7",0.0,0.33,0.04,0.04,0.0,0.02,0.0,0.0,False
8,2,2664,1064,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
10,4,7480,3240,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
15,11,4008,5160,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
7,2,3240,1544,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
19,17,16416,10296,"1-3,5-7",0.0,0.36,0.05,0.05,0.0,0.02,0.0,0.0,False
18,15,13536,13536,"1-3,5-7",0.0,0.36,0.05,0.05,0.0,0.02,0.0,0.0,False
15,9,12216,5160,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
8,4,968,1192,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
7,2,712,2024,"1-3,5-7",0.0,0.26,0.04,0.04,0.0,0.02,0.0,0.0,False
7,2,2984,1096,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
3,0,1672,1032,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
6,1,328,1800,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
15,12,840,3496,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
4,0,1064,936,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
10,4,4264,1064,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
10,4,2024,2088,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
18,15,15840,9912,"1-3,5-7",0.0,0.36,0.05,0.05,0.0,0.02,0.0,0.0,False
8,4,3752,1416,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
15,10,9528,3752,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
2,0,176,808,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
4,0,552,288,"1-3,5-7",0.0,0.2,0.03,0.03,0.0,0.01,0.0,0.0,False
19,17,16416,6968,"1-3,5-7",0.0,0.32,0.04,0.04,0.0,0.02,0.0,0.0,False
18,15,632,9144,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
13,7,9528,1928,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
15,12,11832,3496,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
4,0,2152,1224,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
15,12,2280,8760,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
6,1,5160,1000,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
18,14,5160,11448,"1-3,5-7",0.0,0.33,0.04,0.04,0.0,0.02,0.0,0.0,False
7,2,1800,776,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
8,2,4008,1544,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
8,2,256,32,"1-3,5-7",0.0,0.17,0.02,0.02,0.0,0.01,0.0,0.0,False
18,15,15264,8760,"1-3,5-7",0.0,0.34,0.05,0.05,0.0,0.02,0.0,0.0,False
22,19,6456,4008,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
13,7,4392,4008,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
3,0,2792,208,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
10,4,2856,1800,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
24,20,5992,2344,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
19,17,15264,10296,"1-3,5-7",0.0,0.34,0.04,0.04,0.0,0.02,0.0,0.0,False
5,0,3496,1384,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
13,8,6712,5544,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
19,17,13536,11832,"1-3,5-7",0.0,0.35,0.05,0.05,0.0,0.02,0.0,0.0,False
13,7,4136,224,"1-3,5-7",0.0,0.2,0.03,0.03,0.0,0.01,0.0,0.0,False
18,15,15840,5992,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
15,12,3496,9528,"1-3,5-7",0.0,0.32,0.04,0.04,0.0,0.02,0.0,0.0,False
15,10,6968,4136,"1-3,5-7",0.0,0.26,0.04,0.04,0.0,0.02,0.0,0.0,False
20,17,11448,7736,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
19,17,9144,280,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
6,1,2728,1352,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
15,10,13536,3624,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
25,20,20616,776,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
25,20,12960,17568,"1-3,5-7",0.0,0.38,0.05,0.05,0.0,0.03,0.0,0.0,False
8,2,2088,296,"1-3,5-7",0.0,0.2,0.03,0.03,0.0,0.01,0.0,0.0,False
18,14,14688,7224,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
13,7,2728,224,"1-3,5-7",0.0,0.19,0.03,0.03,0.0,0.01,0.0,0.0,False
24,20,19080,16416,"1-3,5-7",0.0,0.38,0.05,0.05,0.0,0.03,0.0,0.0,False
18,15,5544,4008,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
15,11,9528,6456,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
3,0,1800,712,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
26,20,7992,11448,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
2,0,144,712,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
15,9,8760,3112,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
6,1,4264,488,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
10,4,2216,2792,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
8,4,1256,3496,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
8,2,392,2152,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
13,8,4776,5544,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
11,6,144,4968,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
13,8,3880,1384,"1-3,5-7",0.0,0.22,0.03,0.03,0.0,0.01,0.0,0.0,False
15,10,1416,7480,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
5,0,1864,344,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
25,20,5160,19080,"1-3,5-7",0.0,0.34,0.05,0.05,0.0,0.02,0.0,0.0,False
15,11,8760,2472,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
26,20,30576,12960,"1-3,5-7",0.0,0.38,0.05,0.05,0.0,0.03,0.0,0.0,False
13,7,6968,3240,"1-3,5-7",0.0,0.26,0.04,0.04,0.0,0.02,0.0,0.0,False
8,4,4392,1416,"1-3,5-7",0.0,0.26,0.04,0.04,0.0,0.02,0.0,0.0,False
2,0,2088,776,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
8,2,5736,144,"1-3,5-7",0.0,0.22,0.03,0.03,0.0,0.01,0.0,0.0,False
20,18,16416,4968,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
6,1,3496,488,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
5,0,1032,1096,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
8,4,3880,2984,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
2,0,1288,1064,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
26,20,22920,14112,"1-3,5-7",0.0,0.37,0.05,0.05,0.0,0.02,0.0,0.0,False
5,0,3752,208,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
15,10,3496,6200,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
7,2,328,328,"1-3,5-7",0.0,0.19,0.03,0.03,0.0,0.01,0.0,0.0,False
7,2,6200,376,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
8,2,2792,1544,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
4,0,1480,648,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
10,4,2536,2088,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
22,19,19080,10296,"1-3,5-7",0.0,0.34,0.04,0.04,0.0,0.02,0.0,0.0,False
20,17,16416,12216,"1-3,5-7",0.0,0.37,0.05,0.05,0.0,0.02,0.0,0.0,False
15,9,10680,4008,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
11,6,6712,328,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
15,12,6200,9528,"1-3,5-7",0.0,0.33,0.04,0.04,0.0,0.02,0.0,0.0,False
20,18,15840,14688,"1-3,5-7",0.0,0.39,0.05,0.05,0.0,0.03,0.0,0.0,False
2,0,936,1256,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
18,14,4584,7992,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
13,7,6968,2664,"1-3,5-7",0.0,0.26,0.04,0.04,0.0,0.02,0.0,0.0,False
18,14,2984,1544,"1-3,5-7",0.0,0.21,0.03,0.03,0.0,0.01,0.0,0.0,False
22,19,1864,8760,"1-3,5-7",0.0,0.26,0.04,0.04,0.0,0.02,0.0,0.0,False
8,2,968,32,"1-3,5-7",0.0,0.18,0.02,0.02,0.0,0.01,0.0,0.0,False
13,7,5992,2216,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
20,18,1160,11448,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
13,7,1128,1672,"1-3,5-7",0.0,0.22,0.03,0.03,0.0,0.01,0.0,0.0,False
18,15,9912,13536,"1-3,5-7",0.0,0.36,0.05,0.05,0.0,0.02,0.0,0.0,False
26,20,28336,12216,"1-3,5-7",0.0,0.37,0.05,0.05,0.0,0.02,0.0,0.0,False
20,18,14112,1928,"1-3,5-7",0.0,0.26,0.04,0.04,0.0,0.02,0.0,0.0,False
11,6,6456,4008,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
24,20,1064,14688,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
8,4,120,3240,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
18,15,9528,13536,"1-3,5-7",0.0,0.36,0.05,0.05,0.0,0.02,0.0,0.0,False
11,6,5736,1736,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
24,20,16992,5544,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
3,0,504,744,"1-3,5-7",0.0,0.26,0.04,0.04,0.0,0.02,0.0,0.0,False
20,18,4776,8504,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
10,4,4264,2984,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
8,2,2792,840,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
7,2,224,1608,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
6,1,808,936,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
13,7,9912,1096,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
3,0,2280,32,"1-3,5-7",0.0,0.21,0.03,0.03,0.0,0.01,0.0,0.0,False
8,4,5992,2728,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
11,6,3368,2792,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
15,10,8248,7480,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
6,1,2792,712,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
7,2,3880,144,"1-3,5-7",0.0,0.22,0.03,0.03,0.0,0.01,0.0,0.0,False
19,17,16416,6968,"1-3,5-7",0.0,0.32,0.04,0.04,0.0,0.02,0.0,0.0,False
24,20,7992,6200,"1-3,5-7",0.0,0.26,0.04,0.04,0.0,0.02,0.0,0.0,False
25,20,4008,14112,"1-3,5-7",0.0,0.32,0.04,0.04,0.0,0.02,0.0,0.0,False
25,20,15840,14112,"1-3,5-7",0.0,0.35,0.05,0.05,0.0,0.02,0.0,0.0,False
13,8,2280,256,"1-3,5-7",0.0,0.2,0.03,0.03,0.0,0.01,0.0,0.0,False
20,17,3112,9528,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
13,8,5992,680,"1-3,5-7",0.0,0.22,0.03,0.03,0.0,0.01,0.0,0.0,False
7,2,1672,776,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
25,20,28336,11832,"1-3,5-7",0.0,0.36,0.05,0.05,0.0,0.02,0.0,0.0,False
15,9,11064,5992,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
3,0,440,120,"1-3,5-7",0.0,0.19,0.02,0.02,0.0,0.01,0.0,0.0,False
7,2,5736,32,"1-3,5-7",0.0,0.21,0.03,0.03,0.0,0.01,0.0,0.0,False
8,2,4584,328,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
5,0,4392,32,"1-3,5-7",0.0,0.2,0.03,0.03,0.0,0.01,0.0,0.0,False
15,11,5992,3496,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
26,20,18336,7480,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
22,19,22920,16416,"1-3,5-7",0.0,0.4,0.05,0.05,0.0,0.03,0.0,0.0,False
26,20,2984,9144,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
18,14,15840,744,"1-3,5-7",0.0,0.26,0.04,0.04,0.0,0.02,0.0,0.0,False
20,18,7480,9528,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
3,0,2792,1032,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
4,0,840,176,"1-3,5-7",0.0,0.2,0.03,0.03,0.0,0.01,0.0,0.0,False
15,12,14112,5992,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
4,0,2664,1320,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
15,9,11448,296,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
20,18,6712,4264,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
15,9,5160,7480,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
8,4,1800,3240,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
24,20,27376,776,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
18,15,2984,14112,"1-3,5-7",0.0,0.32,0.04,0.04,0.0,0.02,0.0,0.0,False
15,9,11832,3112,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
15,10,1128,4136,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
4,0,3496,424,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
8,2,1800,1256,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
20,18,14112,9912,"1-3,5-7",0.0,0.33,0.04,0.04,0.0,0.02,0.0,0.0,False
15,9,12960,2984,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
18,14,13536,7992,"1-3,5-7",0.0,0.33,0.04,0.04,0.0,0.02,0.0,0.0,False
4,0,1544,208,"1-3,5-7",0.0,0.21,0.03,0.03,0.0,0.01,0.0,0.0,False
25,20,4008,14688,"1-3,5-7",0.0,0.33,0.04,0.04,0.0,0.02,0.0,0.0,False
3,0,2216,776,"1-3,5-7",0.0,0.26,0.04,0.04,0.0,0.02,0.0,0.0,False
15,10,6456,5736,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
19,17,12576,8504,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
26,20,11064,18336,"1-3,5-7",0.0,0.39,0.05,0.05,0.0,0.03,0.0,0.0,False
19,17,5736,15264,"1-3,5-7",0.0,0.35,0.05,0.05,0.0,0.02,0.0,0.0,False
7,2,2984,1672,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
7,2,224,2088,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
19,17,18336,15264,"1-3,5-7",0.0,0.39,0.05,0.05,0.0,0.03,0.0,0.0,False
